Handle,Title,Vendor,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant Price,Variant SKU,Status,Image Src,Type,Metafield: custom.breadCrumbs [single_line_text_field],ID (Ref),Handle (Ref),Import Result,Import Comment
S-13287,S-13287,Arka,FALSE,Size,3x3x3,,,,,0.35,S-13287,draft,https://img.uline.com/is/image/uline/S-13287?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Cube Boxes",8.19253E+12,s-13287,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-16725,S-16725,Arka,FALSE,Size,4x4x3,,,,,0.37,S-16725,draft,https://img.uline.com/is/image/uline/S-16725?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Misc Box Sizes",8.19253E+12,s-16725,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4040,S-4040,Arka,FALSE,Size,4x4x4,,,,,0.3,S-4040,draft,https://img.uline.com/is/image/uline/S-4040?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Cube Boxes",8.19253E+12,s-4040,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4575,S-4575,Arka,FALSE,Size,4x4x4,,,,,0.43,S-4575,draft,https://img.uline.com/is/image/uline/S-4575?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > White Corrugated Boxes",8.19253E+12,s-4575,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-19037,S-19037,Arka,FALSE,Size,4x4x5,,,,,0.5,S-19037,draft,https://img.uline.com/is/image/uline/S-19037?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Misc Box Sizes",8.19253E+12,s-19037,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4576,S-4576,Arka,FALSE,Size,4x4x8,,,,,0.54,S-4576,draft,https://img.uline.com/is/image/uline/S-4576?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Tall Boxes",8.19253E+12,s-4576,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4881,S-4881,Arka,FALSE,Size,4x4x6,,,,,0.51,S-4881,draft,https://img.uline.com/is/image/uline/S-4881?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Misc Box Sizes",8.19253E+12,s-4881,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-19812,S-19812,Arka,FALSE,Size,4x4x9,,,,,0.66,S-19812,draft,https://img.uline.com/is/image/uline/S-19812?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Tall Boxes",8.19253E+12,s-19812,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-11367,S-11367,Arka,FALSE,Size,4x4x10,,,,,0.82,S-11367,draft,https://img.uline.com/is/image/uline/S-11367?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Tall Boxes",8.19253E+12,s-11367,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4481,S-4481,Arka,FALSE,Size,4x4x12,,,,,0.96,S-4481,draft,https://img.uline.com/is/image/uline/S-4481?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Tall Boxes",8.19253E+12,s-4481,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-16726,S-16726,Arka,FALSE,Size,4x4x16,,,,,1.04,S-16726,draft,https://img.uline.com/is/image/uline/S-16726?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Tall Boxes",8.19253E+12,s-16726,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4305,S-4305,Arka,FALSE,Size,4x4x18,,,,,1.12,S-4305,draft,https://img.uline.com/is/image/uline/S-4305?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Tall Boxes",8.19253E+12,s-4305,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4833,S-4833,Arka,FALSE,Size,4x4x20,,,,,1.28,S-4833,draft,https://img.uline.com/is/image/uline/S-4833?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Tall Boxes",8.19253E+12,s-4833,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4380,S-4380,Arka,FALSE,Size,4x4x24,,,,,1.57,S-4380,draft,https://img.uline.com/is/image/uline/S-4380?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Tall Boxes",8.19253E+12,s-4380,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4577,S-4577,Arka,FALSE,Size,4x4x28,,,,,1.7,S-4577,draft,https://img.uline.com/is/image/uline/S-4577?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Tall Boxes",8.19253E+12,s-4577,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4578,S-4578,Arka,FALSE,Size,4x4x30,,,,,1.71,S-4578,draft,https://img.uline.com/is/image/uline/S-4578?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Tall Boxes",8.19253E+12,s-4578,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-19813,S-19813,Arka,FALSE,Size,4x4x32,,,,,1.75,S-19813,draft,https://img.uline.com/is/image/uline/S-19813?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Tall Boxes",8.19253E+12,s-19813,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4132,S-4132,Arka,FALSE,Size,4x4x36,,,,,1.16,S-4132,draft,https://img.uline.com/is/image/uline/S-4132?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Tall Boxes",8.19253E+12,s-4132,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4511,S-4511,Arka,FALSE,Size,4x4x40,,,,,1.94,S-4511,draft,https://img.uline.com/is/image/uline/S-4511?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Tall Boxes",8.19253E+12,s-4511,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-19814,S-19814,Arka,FALSE,Size,4x4x38,,,,,1.85,S-19814,draft,https://img.uline.com/is/image/uline/S-19814?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Tall Boxes",8.19253E+12,s-19814,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-22166,S-22166,Arka,FALSE,Size,4x4x46,,,,,2.2,S-22166,draft,https://img.uline.com/is/image/uline/S-22166?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Tall Boxes",8.19253E+12,s-22166,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4465,S-4465,Arka,FALSE,Size,4x4x48,,,,,1.62,S-4465,draft,https://img.uline.com/is/image/uline/S-4465?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Tall Boxes",8.19253E+12,s-4465,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4870,S-4870,Arka,FALSE,Size,4x4x48,,,,,4.05,S-4870,draft,https://img.uline.com/is/image/uline/S-4870?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Telescopic Boxes",8.19253E+12,s-4870,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4555,S-4555,Arka,FALSE,Size,4x4x60,,,,,3.14,S-4555,draft,https://img.uline.com/is/image/uline/S-4555?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Tall Boxes",8.19253E+12,s-4555,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-21584,S-21584,Arka,FALSE,Size,4x4x50,,,,,2.67,S-21584,draft,https://img.uline.com/is/image/uline/S-21584?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Tall Boxes",8.19253E+12,s-21584,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-18236,S-18236,Arka,FALSE,Size,4x4x72,,,,,8.25,S-18236,draft,https://img.uline.com/is/image/uline/S-18236?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Telescopic Boxes",8.19253E+12,s-18236,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4241,S-4241,Arka,FALSE,Size,4x4x74,,,,,3.77,S-4241,draft,https://img.uline.com/is/image/uline/S-4241?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Tall Boxes",8.19253E+12,s-4241,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4580,S-4580,Arka,FALSE,Size,5x5x4,,,,,0.46,S-4580,draft,https://img.uline.com/is/image/uline/S-4580?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Misc Box Sizes",8.19253E+12,s-4580,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4579,S-4579,Arka,FALSE,Size,5x5x3,,,,,0.43,S-4579,draft,https://img.uline.com/is/image/uline/S-4579?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Misc Box Sizes",8.19253E+12,s-4579,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4050,S-4050,Arka,FALSE,Size,5x5x5,,,,,0.39,S-4050,draft,https://img.uline.com/is/image/uline/S-4050?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Cube Boxes",8.19253E+12,s-4050,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4948,S-4948,Arka,FALSE,Size,5x5x5,,,,,0.65,S-4948,draft,https://img.uline.com/is/image/uline/S-4948?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > White Corrugated Boxes",8.19253E+12,s-4948,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-21586,S-21586,Arka,FALSE,Size,5x5x6,,,,,0.61,S-21586,draft,https://img.uline.com/is/image/uline/S-21586?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Misc Box Sizes",8.19253E+12,s-21586,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-16727,S-16727,Arka,FALSE,Size,5x5x8,,,,,0.75,S-16727,draft,https://img.uline.com/is/image/uline/S-16727?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Misc Box Sizes",8.19253E+12,s-16727,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-16728,S-16728,Arka,FALSE,Size,5x5x12,,,,,0.93,S-16728,draft,https://img.uline.com/is/image/uline/S-16728?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Tall Boxes",8.19253E+12,s-16728,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4581,S-4581,Arka,FALSE,Size,5x5x10,,,,,0.84,S-4581,draft,https://img.uline.com/is/image/uline/S-4581?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Tall Boxes",8.19253E+12,s-4581,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-23957,S-23957,Arka,FALSE,Size,5x5x24,,,,,1.59,S-23957,draft,https://img.uline.com/is/image/uline/S-23957?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Tall Boxes",8.19253E+12,s-23957,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-11368,S-11368,Arka,FALSE,Size,5x5x36,,,,,1.79,S-11368,draft,https://img.uline.com/is/image/uline/S-11368?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Tall Boxes",8.19253E+12,s-11368,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4063,S-4063,Arka,FALSE,Size,7x5x4,,,,,0.6,S-4063,draft,https://img.uline.com/is/image/uline/S-4063?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Misc Box Sizes",8.19255E+12,s-4063,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-22167,S-22167,Arka,FALSE,Size,5x5x40,,,,,2.05,S-22167,draft,https://img.uline.com/is/image/uline/S-22167?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Tall Boxes",8.19255E+12,s-22167,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-19815,S-19815,Arka,FALSE,Size,5x5x48,,,,,2.6,S-19815,draft,https://img.uline.com/is/image/uline/S-19815?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Tall Boxes",8.19255E+12,s-19815,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4242,S-4242,Arka,FALSE,Size,5x5x50,,,,,2.69,S-4242,draft,https://img.uline.com/is/image/uline/S-4242?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Tall Boxes",8.19255E+12,s-4242,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4244,S-4244,Arka,FALSE,Size,6x3x3,,,,,0.44,S-4244,draft,https://img.uline.com/is/image/uline/S-4244?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Long Boxes",8.19255E+12,s-4244,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-13284,S-13284,Arka,FALSE,Size,5x5x60,,,,,3.74,S-13284,draft,https://img.uline.com/is/image/uline/S-13284?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Tall Boxes",8.19255E+12,s-13284,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-20491,S-20491,Arka,FALSE,Size,6x4x2,,,,,0.44,S-20491,draft,https://img.uline.com/is/image/uline/S-20491?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Misc Box Sizes",8.19255E+12,s-20491,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4060,S-4060,Arka,FALSE,Size,6x4x4,,,,,0.35,S-4060,draft,https://img.uline.com/is/image/uline/S-4060?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Misc Box Sizes",8.19255E+12,s-4060,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4582,S-4582,Arka,FALSE,Size,6x4x3,,,,,0.45,S-4582,draft,https://img.uline.com/is/image/uline/S-4582?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Misc Box Sizes",8.19255E+12,s-4582,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-22630,S-22630,Arka,FALSE,Size,6x4x6,,,,,0.6,S-22630,draft,https://img.uline.com/is/image/uline/S-22630?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Misc Box Sizes",8.19255E+12,s-22630,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-19038,S-19038,Arka,FALSE,Size,6x4x8,,,,,0.71,S-19038,draft,https://img.uline.com/is/image/uline/S-19038?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Misc Box Sizes",8.19255E+12,s-19038,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4512,S-4512,Arka,FALSE,Size,6x5x4,,,,,0.54,S-4512,draft,https://img.uline.com/is/image/uline/S-4512?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Misc Box Sizes",8.19255E+12,s-4512,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4704,S-4704,Arka,FALSE,Size,6x5x5,,,,,0.6,S-4704,draft,https://img.uline.com/is/image/uline/S-4704?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Misc Box Sizes",8.19255E+12,s-4704,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4307,S-4307,Arka,FALSE,Size,6x6x2,,,,,0.57,S-4307,draft,https://img.uline.com/is/image/uline/S-4307?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Flat Boxes",8.19255E+12,s-4307,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4780,S-4780,Arka,FALSE,Size,6x6x3,,,,,0.58,S-4780,draft,https://img.uline.com/is/image/uline/S-4780?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Misc Box Sizes",8.19255E+12,s-4780,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4061,S-4061,Arka,FALSE,Size,6x6x4,,,,,0.41,S-4061,draft,https://img.uline.com/is/image/uline/S-4061?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Misc Box Sizes",8.19255E+12,s-4061,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-18171,S-18171,Arka,FALSE,Size,6x6x4,,,,,0.9,S-18171,draft,https://img.uline.com/is/image/uline/S-18171?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > White Corrugated Boxes",8.19255E+12,s-18171,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4513,S-4513,Arka,FALSE,Size,6x6x5,,,,,0.62,S-4513,draft,https://img.uline.com/is/image/uline/S-4513?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Misc Box Sizes",8.19255E+12,s-4513,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4062,S-4062,Arka,FALSE,Size,6x6x6,,,,,0.42,S-4062,draft,https://img.uline.com/is/image/uline/S-4062?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Cube Boxes",8.19255E+12,s-4062,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4428,S-4428,Arka,FALSE,Size,6x6x6,,,,,0.96,S-4428,draft,https://img.uline.com/is/image/uline/S-4428?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > White Corrugated Boxes",8.19255E+12,s-4428,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-18180,S-18180,Arka,FALSE,Size,6x6x6,,,,,1.32,S-18180,draft,https://img.uline.com/is/image/uline/S-18180?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Heavy Duty Boxes > 275 Lb. Test Double Wall Boxes",8.19255E+12,s-18180,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-16729,S-16729,Arka,FALSE,Size,6x6x7,,,,,0.71,S-16729,draft,https://img.uline.com/is/image/uline/S-16729?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Misc Box Sizes",8.19255E+12,s-16729,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4882,S-4882,Arka,FALSE,Size,6x6x8,,,,,0.77,S-4882,draft,https://img.uline.com/is/image/uline/S-4882?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Misc Box Sizes",8.19255E+12,s-4882,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4876,S-4876,Arka,FALSE,Size,6x6x6,,,,,0.98,S-4876,draft,https://img.uline.com/is/image/uline/S-4876?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Heavy Duty Boxes > 275 Lb. Test Single Wall Boxes",8.19255E+12,s-4876,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4834,S-4834,Arka,FALSE,Size,6x6x10,,,,,0.92,S-4834,draft,https://img.uline.com/is/image/uline/S-4834?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Misc Box Sizes",8.19255E+12,s-4834,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4343,S-4343,Arka,FALSE,Size,6x6x12,,,,,0.98,S-4343,draft,https://img.uline.com/is/image/uline/S-4343?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Tall Boxes",8.19255E+12,s-4343,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-19832,S-19832,Arka,FALSE,Size,6x6x14,,,,,1.14,S-19832,draft,https://img.uline.com/is/image/uline/S-19832?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Tall Boxes",8.19255E+12,s-19832,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4133,S-4133,Arka,FALSE,Size,6x6x18,,,,,1.17,S-4133,draft,https://img.uline.com/is/image/uline/S-4133?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Tall Boxes",8.19255E+12,s-4133,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4332,S-4332,Arka,FALSE,Size,6x6x24,,,,,1.6,S-4332,draft,https://img.uline.com/is/image/uline/S-4332?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Tall Boxes",8.19255E+12,s-4332,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-15026,S-15026,Arka,FALSE,Size,6x6x20,,,,,1.31,S-15026,draft,https://img.uline.com/is/image/uline/S-15026?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Tall Boxes",8.19255E+12,s-15026,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4134,S-4134,Arka,FALSE,Size,6x6x29,,,,,1.97,S-4134,draft,https://img.uline.com/is/image/uline/S-4134?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Tall Boxes",8.19255E+12,s-4134,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-21015,S-21015,Arka,FALSE,Size,6x6x32,,,,,2.13,S-21015,draft,https://img.uline.com/is/image/uline/S-21015?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Tall Boxes",8.19255E+12,s-21015,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-16699,S-16699,Arka,FALSE,Size,6x6x30,,,,,2.05,S-16699,draft,https://img.uline.com/is/image/uline/S-16699?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Tall Boxes",8.19255E+12,s-16699,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4135,S-4135,Arka,FALSE,Size,6x6x36,,,,,1.49,S-4135,draft,https://img.uline.com/is/image/uline/S-4135?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Tall Boxes",8.19255E+12,s-4135,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-19770,S-19770,Arka,FALSE,Size,6x6x36,,,,,4.36,S-19770,draft,https://img.uline.com/is/image/uline/S-19770?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Heavy Duty Boxes > 275 Lb. Test Double Wall Boxes",8.19255E+12,s-19770,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
